SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
48025,06/22/2020,Toscana,Italy,2020-06-23 04:33:22,10211.0,1099.0,8752.0
48038,06/22/2020,Umbria,Italy,2020-06-23 04:33:22,1438.0,78.0,1347.0
48051,06/22/2020,Valle d'Aosta,Italy,2020-06-23 04:33:22,1193.0,146.0,1042.0
48060,06/22/2020,Veneto,Italy,2020-06-23 04:33:22,19247.0,2003.0,16659.0
48265,06/23/2020,Abruzzo,Italy,2020-06-24 04:33:28,3282.0,460.0,2431.0
48318,06/23/2020,Basilicata,Italy,2020-06-24 04:33:28,401.0,27.0,366.0
48338,06/23/2020,Calabria,Italy,2020-06-24 04:33:28,1175.0,97.0,1050.0
48342,06/23/2020,Campania,Italy,2020-06-24 04:33:28,4634.0,431.0,4062.0
48396,06/23/2020,Emilia-Romagna,Italy,2020-06-24 04:33:28,28260.0,4236.0,22935.0
48405,06/23/2020,Friuli Venezia Giulia,Italy,2020-06-24 04:33:28,3305.0,344.0,2890.0
48520,06/23/2020,Lazio,Italy,2020-06-24 04:33:28,8033.0,832.0,6315.0
48523,06/23/2020,Liguria,Italy,2020-06-24 04:33:28,9939.0,1553.0,8131.0
48526,06/23/2020,Lombardia,Italy,2020-06-24 04:33:28,93173.0,16579.0,63691.0
48545,06/23/2020,Marche,Italy,2020-06-24 04:33:28,6775.0,994.0,5288.0
48570,06/23/2020,Molise,Italy,2020-06-24 04:33:28,444.0,23.0,378.0
48635,06/23/2020,P.A. Bolzano,Italy,2020-06-24 04:33:28,2633.0,292.0,2252.0
48636,06/23/2020,P.A. Trento,Italy,2020-06-24 04:33:28,4465.0,466.0,3948.0
48647,06/23/2020,Piemonte,Italy,2020-06-24 04:33:28,31254.0,4059.0,25325.0
48657,06/23/2020,Puglia,Italy,2020-06-24 04:33:28,4529.0,542.0,3797.0
48700,06/23/2020,Sardegna,Italy,2020-06-24 04:33:28,1360.0,132.0,1213.0
48714,06/23/2020,Sicilia,Italy,2020-06-24 04:33:28,3073.0,280.0,2661.0
48754,06/23/2020,Toscana,Italy,2020-06-24 04:33:28,10217.0,1100.0,8780.0
48767,06/23/2020,Umbria,Italy,2020-06-24 04:33:28,1438.0,78.0,1348.0
48780,06/23/2020,Valle d'Aosta,Italy,2020-06-24 04:33:28,1193.0,146.0,1042.0
48789,06/23/2020,Veneto,Italy,2020-06-24 04:33:28,19250.0,2004.0,16682.0
48994,06/24/2020,Abruzzo,Italy,2020-06-25 05:26:54,3283.0,461.0,2444.0
49047,06/24/2020,Basilicata,Italy,2020-06-25 05:26:54,401.0,27.0,367.0
49067,06/24/2020,Calabria,Italy,2020-06-25 05:26:54,1175.0,97.0,1050.0
49071,06/24/2020,Campania,Italy,2020-06-25 05:26:54,4645.0,431.0,4066.0
49125,06/24/2020,Emilia-Romagna,Italy,2020-06-25 05:26:54,28304.0,4245.0,22985.0
49134,06/24/2020,Friuli Venezia Giulia,Italy,2020-06-25 05:26:54,3305.0,344.0,2904.0
49249,06/24/2020,Lazio,Italy,2020-06-25 05:26:54,8039.0,833.0,6337.0
49252,06/24/2020,Liguria,Italy,2020-06-25 05:26:54,9940.0,1555.0,8124.0
49255,06/24/2020,Lombardia,Italy,2020-06-25 05:26:54,93261.0,16586.0,64448.0
49274,06/24/2020,Marche,Italy,2020-06-25 05:26:54,6779.0,994.0,5314.0
49299,06/24/2020,Molise,Italy,2020-06-25 05:26:54,444.0,23.0,378.0
49364,06/24/2020,P.A. Bolzano,Italy,2020-06-25 05:26:54,2634.0,292.0,2252.0
49365,06/24/2020,P.A. Trento,Italy,2020-06-25 05:26:54,4852.0,405.0,4395.0
49376,06/24/2020,Piemonte,Italy,2020-06-25 05:26:54,31276.0,4066.0,25480.0
49386,06/24/2020,Puglia,Italy,2020-06-25 05:26:54,4529.0,543.0,3809.0
49429,06/24/2020,Sardegna,Italy,2020-06-25 05:26:54,1361.0,132.0,1214.0
49443,06/24/2020,Sicilia,Italy,2020-06-25 05:26:54,3074.0,280.0,2662.0
49483,06/24/2020,Toscana,Italy,2020-06-25 05:26:54,10222.0,1101.0,8791.0
49496,06/24/2020,Umbria,Italy,2020-06-25 05:26:54,1439.0,79.0,1349.0
49509,06/24/2020,Valle d'Aosta,Italy,2020-06-25 05:26:54,1194.0,146.0,1042.0
49518,06/24/2020,Veneto,Italy,2020-06-25 05:26:54,19253.0,2004.0,16700.0
49723,06/25/2020,Abruzzo,Italy,2020-06-26 04:33:43,3284.0,461.0,2452.0
49776,06/25/2020,Basilicata,Italy,2020-06-26 04:33:43,401.0,27.0,367.0
49796,06/25/2020,Calabria,Italy,2020-06-26 04:33:43,1175.0,97.0,1050.0
49800,06/25/2020,Campania,Italy,2020-06-26 04:33:43,4662.0,431.0,4067.0
49854,06/25/2020,Emilia-Romagna,Italy,2020-06-26 04:33:43,28351.0,4249.0,23034.0
49863,06/25/2020,Friuli Venezia Giulia,Italy,2020-06-26 04:33:43,3305.0,345.0,2907.0
49978,06/25/2020,Lazio,Italy,2020-06-26 04:33:43,8051.0,835.0,6354.0
49981,06/25/2020,Liguria,Italy,2020-06-26 04:33:43,9954.0,1556.0,8139.0
49984,06/25/2020,Lombardia,Italy,2020-06-26 04:33:43,93431.0,16608.0,64831.0
50003,06/25/2020,Marche,Italy,2020-06-26 04:33:43,6781.0,991.0,5330.0
50028,06/25/2020,Molise,Italy,2020-06-26 04:33:43,444.0,23.0,385.0
50093,06/25/2020,P.A. Bolzano,Italy,2020-06-26 04:33:43,2634.0,292.0,2255.0
50094,06/25/2020,P.A. Trento,Italy,2020-06-26 04:33:43,4855.0,405.0,4398.0
50105,06/25/2020,Piemonte,Italy,2020-06-26 04:33:43,31296.0,4071.0,25544.0
50115,06/25/2020,Puglia,Italy,2020-06-26 04:33:43,4530.0,543.0,3814.0
50158,06/25/2020,Sardegna,Italy,2020-06-26 04:33:43,1362.0,132.0,1216.0
50172,06/25/2020,Sicilia,Italy,2020-06-26 04:33:43,3076.0,280.0,2666.0
50212,06/25/2020,Toscana,Italy,2020-06-26 04:33:43,10224.0,1101.0,8799.0
50225,06/25/2020,Umbria,Italy,2020-06-26 04:33:43,1439.0,79.0,1350.0
50238,06/25/2020,Valle d'Aosta,Italy,2020-06-26 04:33:43,1194.0,146.0,1043.0
50247,06/25/2020,Veneto,Italy,2020-06-26 04:33:43,19257.0,2006.0,16724.0
50452,06/26/2020,Abruzzo,Italy,2020-06-27 04:33:35,3285.0,461.0,2466.0
50505,06/26/2020,Basilicata,Italy,2020-06-27 04:33:35,401.0,27.0,367.0
50525,06/26/2020,Calabria,Italy,2020-06-27 04:33:35,1178.0,97.0,1051.0
50529,06/26/2020,Campania,Italy,2020-06-27 04:33:35,4665.0,431.0,4070.0
50583,06/26/2020,Emilia-Romagna,Italy,2020-06-27 04:33:35,28393.0,4252.0,23097.0
50592,06/26/2020,Friuli Venezia Giulia,Italy,2020-06-27 04:33:35,3307.0,345.0,2914.0
50707,06/26/2020,Lazio,Italy,2020-06-27 04:33:35,8064.0,836.0,6412.0
50710,06/26/2020,Liguria,Italy,2020-06-27 04:33:35,9958.0,1556.0,8138.0
50713,06/26/2020,Lombardia,Italy,2020-06-27 04:33:35,93587.0,16624.0,65323.0
50732,06/26/2020,Marche,Italy,2020-06-27 04:33:35,6783.0,991.0,5385.0
50757,06/26/2020,Molise,Italy,2020-06-27 04:33:35,445.0,23.0,393.0
50822,06/26/2020,P.A. Bolzano,Italy,2020-06-27 04:33:35,2634.0,292.0,2257.0
50823,06/26/2020,P.A. Trento,Italy,2020-06-27 04:33:35,4859.0,405.0,4402.0
50834,06/26/2020,Piemonte,Italy,2020-06-27 04:33:35,31311.0,4077.0,25649.0
50844,06/26/2020,Puglia,Italy,2020-06-27 04:33:35,4531.0,543.0,3835.0
50887,06/26/2020,Sardegna,Italy,2020-06-27 04:33:35,1362.0,132.0,1218.0
50901,06/26/2020,Sicilia,Italy,2020-06-27 04:33:35,3076.0,281.0,2666.0
50941,06/26/2020,Toscana,Italy,2020-06-27 04:33:35,10226.0,1103.0,8809.0
50954,06/26/2020,Umbria,Italy,2020-06-27 04:33:35,1440.0,79.0,1351.0
50967,06/26/2020,Valle d'Aosta,Italy,2020-06-27 04:33:35,1194.0,146.0,1044.0
50976,06/26/2020,Veneto,Italy,2020-06-27 04:33:35,19262.0,2007.0,16768.0
51181,06/27/2020,Abruzzo,Italy,2020-06-28 04:34:04,3285.0,461.0,2487.0
51234,06/27/2020,Basilicata,Italy,2020-06-28 04:34:04,401.0,27.0,367.0
51254,06/27/2020,Calabria,Italy,2020-06-28 04:34:04,1179.0,97.0,1051.0
51258,06/27/2020,Campania,Italy,2020-06-28 04:34:04,4665.0,431.0,4071.0
51312,06/27/2020,Emilia-Romagna,Italy,2020-06-28 04:34:04,28435.0,4252.0,23142.0
51321,06/27/2020,Friuli Venezia Giulia,Italy,2020-06-28 04:34:04,3307.0,345.0,2920.0
51436,06/27/2020,Lazio,Italy,2020-06-28 04:34:04,8082.0,837.0,6418.0
51439,06/27/2020,Liguria,Italy,2020-06-28 04:34:04,9963.0,1557.0,8138.0
51442,06/27/2020,Lombardia,Italy,2020-06-28 04:34:04,93664.0,16626.0,66046.0
51461,06/27/2020,Marche,Italy,2020-06-28 04:34:04,6785.0,991.0,5437.0
51486,06/27/2020,Molise,Italy,2020-06-28 04:34:04,445.0,23.0,396.0
51551,06/27/2020,P.A. Bolzano,Italy,2020-06-28 04:34:04,2636.0,292.0,2257.0
51552,06/27/2020,P.A. Trento,Italy,2020-06-28 04:34:04,4860.0,405.0,4404.0
51563,06/27/2020,Piemonte,Italy,2020-06-28 04:34:04,31322.0,4080.0,25739.0
51573,06/27/2020,Puglia,Italy,2020-06-28 04:34:04,4531.0,543.0,3841.0
51616,06/27/2020,Sardegna,Italy,2020-06-28 04:34:04,1363.0,132.0,1218.0
51630,06/27/2020,Sicilia,Italy,2020-06-28 04:34:04,3077.0,281.0,2666.0
51670,06/27/2020,Toscana,Italy,2020-06-28 04:34:04,10238.0,1103.0,8817.0
51683,06/27/2020,Umbria,Italy,2020-06-28 04:34:04,1440.0,80.0,1350.0
51696,06/27/2020,Valle d'Aosta,Italy,2020-06-28 04:34:04,1194.0,146.0,1044.0
51705,06/27/2020,Veneto,Italy,2020-06-28 04:34:04,19264.0,2007.0,16775.0
51910,06/28/2020,Abruzzo,Italy,2020-06-29 04:33:44,3286.0,462.0,2540.0
51963,06/28/2020,Basilicata,Italy,2020-06-29 04:33:44,401.0,27.0,372.0
51983,06/28/2020,Calabria,Italy,2020-06-29 04:33:44,1180.0,97.0,1057.0
51987,06/28/2020,Campania,Italy,2020-06-29 04:33:44,4665.0,431.0,4071.0
52041,06/28/2020,Emilia-Romagna,Italy,2020-06-29 04:33:44,28456.0,4253.0,23161.0
52050,06/28/2020,Friuli Venezia Giulia,Italy,2020-06-29 04:33:44,3308.0,345.0,2925.0
52165,06/28/2020,Lazio,Italy,2020-06-29 04:33:44,8096.0,837.0,6418.0
52168,06/28/2020,Liguria,Italy,2020-06-29 04:33:44,9967.0,1558.0,8137.0
52171,06/28/2020,Lombardia,Italy,2020-06-29 04:33:44,93761.0,16639.0,66175.0
52190,06/28/2020,Marche,Italy,2020-06-29 04:33:44,6785.0,991.0,5474.0
52215,06/28/2020,Molise,Italy,2020-06-29 04:33:44,445.0,23.0,396.0
52280,06/28/2020,P.A. Bolzano,Italy,2020-06-29 04:33:44,2637.0,292.0,2260.0
52281,06/28/2020,P.A. Trento,Italy,2020-06-29 04:33:44,4863.0,405.0,4404.0
52292,06/28/2020,Piemonte,Italy,2020-06-29 04:33:44,31336.0,4085.0,25756.0
52302,06/28/2020,Puglia,Italy,2020-06-29 04:33:44,4531.0,543.0,3842.0
52345,06/28/2020,Sardegna,Italy,2020-06-29 04:33:44,1364.0,132.0,1218.0
52359,06/28/2020,Sicilia,Italy,2020-06-29 04:33:44,3077.0,281.0,2666.0
52399,06/28/2020,Toscana,Italy,2020-06-29 04:33:44,10243.0,1103.0,8817.0
52412,06/28/2020,Umbria,Italy,2020-06-29 04:33:44,1440.0,80.0,1351.0
52425,06/28/2020,Valle d'Aosta,Italy,2020-06-29 04:33:44,1194.0,146.0,1044.0
52434,06/28/2020,Veneto,Italy,2020-06-29 04:33:44,19275.0,2008.0,16807.0
52639,06/29/2020,Abruzzo,Italy,2020-06-30 04:33:48,3287.0,462.0,2543.0
52692,06/29/2020,Basilicata,Italy,2020-06-30 04:33:48,402.0,27.0,372.0
52712,06/29/2020,Calabria,Italy,2020-06-30 04:33:48,1180.0,97.0,1057.0
52716,06/29/2020,Campania,Italy,2020-06-30 04:33:48,4666.0,431.0,4073.0
52770,06/29/2020,Emilia-Romagna,Italy,2020-06-30 04:33:48,28472.0,4255.0,23185.0
52779,06/29/2020,Friuli Venezia Giulia,Italy,2020-06-30 04:33:48,3308.0,345.0,2927.0
52894,06/29/2020,Lazio,Italy,2020-06-30 04:33:48,8105.0,837.0,6428.0
52897,06/29/2020,Liguria,Italy,2020-06-30 04:33:48,9974.0,1558.0,8139.0
52900,06/29/2020,Lombardia,Italy,2020-06-30 04:33:48,93839.0,16640.0,66376.0
52919,06/29/2020,Marche,Italy,2020-06-30 04:33:48,6785.0,991.0,5520.0
52944,06/29/2020,Molise,Italy,2020-06-30 04:33:48,445.0,23.0,396.0
53009,06/29/2020,P.A. Bolzano,Italy,2020-06-30 04:33:48,2639.0,292.0,2262.0
53010,06/29/2020,P.A. Trento,Italy,2020-06-30 04:33:48,4863.0,405.0,4405.0
53021,06/29/2020,Piemonte,Italy,2020-06-30 04:33:48,31338.0,4087.0,25761.0
53031,06/29/2020,Puglia,Italy,2020-06-30 04:33:48,4531.0,543.0,3843.0
53074,06/29/2020,Sardegna,Italy,2020-06-30 04:33:48,1364.0,132.0,1218.0
53088,06/29/2020,Sicilia,Italy,2020-06-30 04:33:48,3078.0,281.0,2670.0
53128,06/29/2020,Toscana,Italy,2020-06-30 04:33:48,10248.0,1104.0,8817.0
53141,06/29/2020,Umbria,Italy,2020-06-30 04:33:48,1440.0,80.0,1351.0
53154,06/29/2020,Valle d'Aosta,Italy,2020-06-30 04:33:48,1194.0,146.0,1045.0
53163,06/29/2020,Veneto,Italy,2020-06-30 04:33:48,19278.0,2008.0,16808.0
53368,06/30/2020,Abruzzo,Italy,2020-07-01 04:33:52,3287.0,464.0,2626.0
53421,06/30/2020,Basilicata,Italy,2020-07-01 04:33:52,402.0,27.0,372.0
53441,06/30/2020,Calabria,Italy,2020-07-01 04:33:52,1181.0,97.0,1057.0
53445,06/30/2020,Campania,Italy,2020-07-01 04:33:52,4690.0,432.0,4077.0
53499,06/30/2020,Emilia-Romagna,Italy,2020-07-01 04:33:52,28492.0,4260.0,23222.0
53508,06/30/2020,Friuli Venezia Giulia,Italy,2020-07-01 04:33:52,3308.0,345.0,2918.0
53623,06/30/2020,Lazio,Italy,2020-07-01 04:33:52,8110.0,837.0,6437.0
53626,06/30/2020,Liguria,Italy,2020-07-01 04:33:52,9977.0,1558.0,8139.0
53629,06/30/2020,Lombardia,Italy,2020-07-01 04:33:52,93901.0,16644.0,67197.0
53648,06/30/2020,Marche,Italy,2020-07-01 04:33:52,6785.0,991.0,5528.0
53673,06/30/2020,Molise,Italy,2020-07-01 04:33:52,445.0,23.0,397.0
53738,06/30/2020,P.A. Bolzano,Italy,2020-07-01 04:33:52,2639.0,292.0,2263.0
53739,06/30/2020,P.A. Trento,Italy,2020-07-01 04:33:52,4863.0,405.0,4408.0
53750,06/30/2020,Piemonte,Italy,2020-07-01 04:33:52,31349.0,4090.0,25836.0
53760,06/30/2020,Puglia,Italy,2020-07-01 04:33:52,4531.0,545.0,3857.0
53803,06/30/2020,Sardegna,Italy,2020-07-01 04:33:52,1366.0,133.0,1219.0
53817,06/30/2020,Sicilia,Italy,2020-07-01 04:33:52,3080.0,282.0,2670.0
53857,06/30/2020,Toscana,Italy,2020-07-01 04:33:52,10250.0,1104.0,8817.0
53870,06/30/2020,Umbria,Italy,2020-07-01 04:33:52,1441.0,80.0,1351.0
53883,06/30/2020,Valle d'Aosta,Italy,2020-07-01 04:33:52,1195.0,146.0,1045.0
53892,06/30/2020,Veneto,Italy,2020-07-01 04:33:52,19286.0,2012.0,16812.0
54097,07/01/2020,Abruzzo,Italy,2020-07-02 04:33:46,3289.0,464.0,2655.0
54150,07/01/2020,Basilicata,Italy,2020-07-02 04:33:46,402.0,27.0,373.0
54170,07/01/2020,Calabria,Italy,2020-07-02 04:33:46,1181.0,97.0,1058.0
54174,07/01/2020,Campania,Italy,2020-07-02 04:33:46,4699.0,432.0,4078.0
54228,07/01/2020,Emilia-Romagna,Italy,2020-07-02 04:33:46,28508.0,4264.0,23242.0
54237,07/01/2020,Friuli Venezia Giulia,Italy,2020-07-02 04:33:46,3312.0,345.0,2911.0
54352,07/01/2020,Lazio,Italy,2020-07-02 04:33:46,8119.0,839.0,6448.0
54355,07/01/2020,Liguria,Italy,2020-07-02 04:33:46,9982.0,1558.0,8144.0
54358,07/01/2020,Lombardia,Italy,2020-07-02 04:33:46,94010.0,16650.0,67422.0
54377,07/01/2020,Marche,Italy,2020-07-02 04:33:46,6786.0,987.0,5551.0
54402,07/01/2020,Molise,Italy,2020-07-02 04:33:46,445.0,23.0,397.0
54467,07/01/2020,P.A. Bolzano,Italy,2020-07-02 04:33:46,2642.0,292.0,2266.0
54468,07/01/2020,P.A. Trento,Italy,2020-07-02 04:33:46,4864.0,405.0,4412.0
54479,07/01/2020,Piemonte,Italy,2020-07-02 04:33:46,31365.0,4091.0,25921.0
54489,07/01/2020,Puglia,Italy,2020-07-02 04:33:46,4530.0,545.0,3873.0
54532,07/01/2020,Sardegna,Italy,2020-07-02 04:33:46,1366.0,133.0,1222.0
54546,07/01/2020,Sicilia,Italy,2020-07-02 04:33:46,3081.0,282.0,2673.0
54586,07/01/2020,Toscana,Italy,2020-07-02 04:33:46,10254.0,1106.0,8825.0
54599,07/01/2020,Umbria,Italy,2020-07-02 04:33:46,1441.0,80.0,1351.0
54612,07/01/2020,Valle d'Aosta,Italy,2020-07-02 04:33:46,1195.0,146.0,1046.0
54621,07/01/2020,Veneto,Italy,2020-07-02 04:33:46,19289.0,2022.0,16849.0
54826,07/02/2020,Abruzzo,Italy,2020-07-03 04:33:54,3292.0,464.0,2668.0
54879,07/02/2020,Basilicata,Italy,2020-07-03 04:33:54,402.0,27.0,373.0
54899,07/02/2020,Calabria,Italy,2020-07-03 04:33:54,1181.0,97.0,1059.0
54903,07/02/2020,Campania,Italy,2020-07-03 04:33:54,4702.0,432.0,4080.0
54957,07/02/2020,Emilia-Romagna,Italy,2020-07-03 04:33:54,28535.0,4265.0,23267.0
54966,07/02/2020,Friuli Venezia Giulia,Italy,2020-07-03 04:33:54,3314.0,345.0,2907.0
55081,07/02/2020,Lazio,Italy,2020-07-03 04:33:54,8130.0,839.0,6460.0
55084,07/02/2020,Liguria,Italy,2020-07-03 04:33:54,9984.0,1558.0,8145.0
55087,07/02/2020,Lombardia,Italy,2020-07-03 04:33:54,94108.0,16671.0,67610.0
55106,07/02/2020,Marche,Italy,2020-07-03 04:33:54,6789.0,987.0,5564.0
55131,07/02/2020,Molise,Italy,2020-07-03 04:33:54,445.0,23.0,401.0
55196,07/02/2020,P.A. Bolzano,Italy,2020-07-03 04:33:54,2642.0,292.0,2266.0
55197,07/02/2020,P.A. Trento,Italy,2020-07-03 04:33:54,4865.0,405.0,4414.0
55208,07/02/2020,Piemonte,Italy,2020-07-03 04:33:54,31378.0,4096.0,25983.0
55218,07/02/2020,Puglia,Italy,2020-07-03 04:33:54,4530.0,545.0,3876.0
55261,07/02/2020,Sardegna,Italy,2020-07-03 04:33:54,1368.0,133.0,1222.0
55275,07/02/2020,Sicilia,Italy,2020-07-03 04:33:54,3090.0,282.0,2674.0
55315,07/02/2020,Toscana,Italy,2020-07-03 04:33:54,10258.0,1109.0,8825.0
55328,07/02/2020,Umbria,Italy,2020-07-03 04:33:54,1444.0,80.0,1353.0
55341,07/02/2020,Valle d'Aosta,Italy,2020-07-03 04:33:54,1195.0,146.0,1046.0
55350,07/02/2020,Veneto,Italy,2020-07-03 04:33:54,19309.0,2022.0,16890.0
55555,07/03/2020,Abruzzo,Italy,2020-07-04 04:33:51,3298.0,464.0,2678.0
55608,07/03/2020,Basilicata,Italy,2020-07-04 04:33:51,404.0,27.0,373.0
55628,07/03/2020,Calabria,Italy,2020-07-04 04:33:51,1182.0,97.0,1060.0
55632,07/03/2020,Campania,Italy,2020-07-04 04:33:51,4712.0,432.0,4083.0
55686,07/03/2020,Emilia-Romagna,Italy,2020-07-04 04:33:51,28562.0,4267.0,23284.0
55695,07/03/2020,Friuli Venezia Giulia,Italy,2020-07-04 04:33:51,3318.0,345.0,2905.0
55810,07/03/2020,Lazio,Italy,2020-07-04 04:33:51,8141.0,840.0,6475.0
55813,07/03/2020,Liguria,Italy,2020-07-04 04:33:51,9987.0,1558.0,8146.0
55816,07/03/2020,Lombardia,Italy,2020-07-04 04:33:51,94223.0,16675.0,67871.0
55835,07/03/2020,Marche,Italy,2020-07-04 04:33:51,6789.0,987.0,5575.0
55860,07/03/2020,Molise,Italy,2020-07-04 04:33:51,445.0,23.0,401.0
55925,07/03/2020,P.A. Bolzano,Italy,2020-07-04 04:33:51,2642.0,292.0,2267.0
55926,07/03/2020,P.A. Trento,Italy,2020-07-04 04:33:51,4871.0,405.0,4420.0
55937,07/03/2020,Piemonte,Italy,2020-07-04 04:33:51,31394.0,4100.0,26019.0
55947,07/03/2020,Puglia,Italy,2020-07-04 04:33:51,4533.0,545.0,3879.0
55990,07/03/2020,Sardegna,Italy,2020-07-04 04:33:51,1369.0,133.0,1222.0
56004,07/03/2020,Sicilia,Italy,2020-07-04 04:33:51,3091.0,282.0,2674.0
56044,07/03/2020,Toscana,Italy,2020-07-04 04:33:51,10267.0,1112.0,8832.0
56057,07/03/2020,Umbria,Italy,2020-07-04 04:33:51,1446.0,80.0,1356.0
56070,07/03/2020,Valle d'Aosta,Italy,2020-07-04 04:33:51,1196.0,146.0,1046.0
56079,07/03/2020,Veneto,Italy,2020-07-04 04:33:51,19314.0,2023.0,16901.0
56284,07/04/2020,Abruzzo,Italy,2020-07-05 04:33:46,3305.0,464.0,2682.0
56337,07/04/2020,Basilicata,Italy,2020-07-05 04:33:46,404.0,27.0,373.0
56357,07/04/2020,Calabria,Italy,2020-07-05 04:33:46,1183.0,97.0,1060.0
56361,07/04/2020,Campania,Italy,2020-07-05 04:33:46,4714.0,432.0,4084.0
56415,07/04/2020,Emilia-Romagna,Italy,2020-07-05 04:33:46,28613.0,4267.0,23309.0
56424,07/04/2020,Friuli Venezia Giulia,Italy,2020-07-05 04:33:46,3326.0,345.0,2908.0
56539,07/04/2020,Lazio,Italy,2020-07-05 04:33:46,8172.0,841.0,6477.0
56542,07/04/2020,Liguria,Italy,2020-07-05 04:33:46,9991.0,1558.0,8150.0
56545,07/04/2020,Lombardia,Italy,2020-07-05 04:33:46,94318.0,16691.0,68201.0
56564,07/04/2020,Marche,Italy,2020-07-05 04:33:46,6789.0,987.0,5599.0
56589,07/04/2020,Molise,Italy,2020-07-05 04:33:46,445.0,23.0,401.0
56654,07/04/2020,P.A. Bolzano,Italy,2020-07-05 04:33:46,2645.0,292.0,2268.0
56655,07/04/2020,P.A. Trento,Italy,2020-07-05 04:33:46,4873.0,405.0,4420.0
56666,07/04/2020,Piemonte,Italy,2020-07-05 04:33:46,31405.0,4102.0,26086.0
56676,07/04/2020,Puglia,Italy,2020-07-05 04:33:46,4536.0,545.0,3880.0
56719,07/04/2020,Sardegna,Italy,2020-07-05 04:33:46,1369.0,133.0,1223.0
56733,07/04/2020,Sicilia,Italy,2020-07-05 04:33:46,3094.0,282.0,2674.0
56773,07/04/2020,Toscana,Italy,2020-07-05 04:33:46,10276.0,1114.0,8838.0
56786,07/04/2020,Umbria,Italy,2020-07-05 04:33:46,1447.0,80.0,1358.0
56799,07/04/2020,Valle d'Aosta,Italy,2020-07-05 04:33:46,1196.0,146.0,1046.0
56808,07/04/2020,Veneto,Italy,2020-07-05 04:33:46,19318.0,2023.0,16907.0
57013,07/05/2020,Abruzzo,Italy,2020-07-06 04:33:57,3309.0,464.0,2682.0
57066,07/05/2020,Basilicata,Italy,2020-07-06 04:33:57,404.0,27.0,373.0
57086,07/05/2020,Calabria,Italy,2020-07-06 04:33:57,1183.0,97.0,1060.0
57090,07/05/2020,Campania,Italy,2020-07-06 04:33:57,4719.0,432.0,4086.0
57144,07/05/2020,Emilia-Romagna,Italy,2020-07-06 04:33:57,28637.0,4268.0,23340.0
57153,07/05/2020,Friuli Venezia Giulia,Italy,2020-07-06 04:33:57,3326.0,345.0,2908.0
57268,07/05/2020,Lazio,Italy,2020-07-06 04:33:57,8186.0,841.0,6484.0
57271,07/05/2020,Liguria,Italy,2020-07-06 04:33:57,9999.0,1558.0,8152.0
57274,07/05/2020,Lombardia,Italy,2020-07-06 04:33:57,94416.0,16697.0,68274.0
57293,07/05/2020,Marche,Italy,2020-07-06 04:33:57,6790.0,987.0,5609.0
57318,07/05/2020,Molise,Italy,2020-07-06 04:33:57,445.0,23.0,401.0
57383,07/05/2020,P.A. Bolzano,Italy,2020-07-06 04:33:57,2647.0,292.0,2270.0
57384,07/05/2020,P.A. Trento,Italy,2020-07-06 04:33:57,4873.0,405.0,4426.0
57395,07/05/2020,Piemonte,Italy,2020-07-06 04:33:57,31423.0,4102.0,26104.0
57405,07/05/2020,Puglia,Italy,2020-07-06 04:33:57,4536.0,545.0,3881.0
57448,07/05/2020,Sardegna,Italy,2020-07-06 04:33:57,1370.0,133.0,1225.0
57462,07/05/2020,Sicilia,Italy,2020-07-06 04:33:57,3094.0,282.0,2674.0
57502,07/05/2020,Toscana,Italy,2020-07-06 04:33:57,10285.0,1114.0,8841.0
57515,07/05/2020,Umbria,Italy,2020-07-06 04:33:57,1447.0,80.0,1358.0
57528,07/05/2020,Valle d'Aosta,Italy,2020-07-06 04:33:57,1196.0,146.0,1045.0
57537,07/05/2020,Veneto,Italy,2020-07-06 04:33:57,19326.0,2023.0,16915.0
57742,07/06/2020,Abruzzo,Italy,2020-07-07 04:34:00,3309.0,464.0,2689.0
57795,07/06/2020,Basilicata,Italy,2020-07-07 04:34:00,404.0,27.0,373.0
57815,07/06/2020,Calabria,Italy,2020-07-07 04:34:00,1183.0,97.0,1060.0
57819,07/06/2020,Campania,Italy,2020-07-07 04:34:00,4746.0,432.0,4087.0
57873,07/06/2020,Emilia-Romagna,Italy,2020-07-07 04:34:00,28675.0,4268.0,23343.0
57882,07/06/2020,Friuli Venezia Giulia,Italy,2020-07-07 04:34:00,3326.0,345.0,2910.0
57997,07/06/2020,Lazio,Italy,2020-07-07 04:34:00,8205.0,842.0,6493.0
58000,07/06/2020,Liguria,Italy,2020-07-07 04:34:00,10001.0,1558.0,8154.0
58003,07/06/2020,Lombardia,Italy,2020-07-07 04:34:00,94527.0,16700.0,68335.0
58022,07/06/2020,Marche,Italy,2020-07-07 04:34:00,6790.0,987.0,5614.0
58047,07/06/2020,Molise,Italy,2020-07-07 04:34:00,445.0,23.0,401.0
58112,07/06/2020,P.A. Bolzano,Italy,2020-07-07 04:34:00,2647.0,292.0,2272.0
58113,07/06/2020,P.A. Trento,Italy,2020-07-07 04:34:00,4873.0,405.0,4431.0
58124,07/06/2020,Piemonte,Italy,2020-07-07 04:34:00,31429.0,4104.0,26117.0
58134,07/06/2020,Puglia,Italy,2020-07-07 04:34:00,4536.0,545.0,3898.0
58177,07/06/2020,Sardegna,Italy,2020-07-07 04:34:00,1371.0,134.0,1227.0
